Beer Name (Full),Name,Brewery,Style_Main,Style_Sub,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
Gritty McDuff's Brewing Company Gritty McDuff's Halloween Ale,Halloween Ale,Gritty McDuff's Brewing Company,Bitter,English Extra Special / Strong Bitter (ESB),6.0,20,40,11,58,12,60,76,26,0,32,78,28,101,3.756906,3.961326,3.812155,3.883978,3.900552,181
Shepherd Neame Ltd Bishops Finger,Bishops Finger,Shepherd Neame Ltd,Bitter,English Extra Special / Strong Bitter (ESB),5.4,20,40,10,34,11,44,52,25,1,36,56,6,79,3.548913,3.809783,3.592391,3.668478,3.690217,92
French Broad Brewing Co. 13 Rebels ESB,13 Rebels ESB,French Broad Brewing Co.,Bitter,English Extra Special / Strong Bitter (ESB),5.2,20,40,14,31,7,54,41,27,0,26,77,2,84,3.415584,3.577922,3.61039,3.571429,3.668831,77
"Middle Ages Brewing Co., Ltd. Beast Bitter",Beast Bitter,"Middle Ages Brewing Co., Ltd.",Bitter,English Extra Special / Strong Bitter (ESB),5.3,20,40,31,59,10,112,62,54,0,53,130,8,99,3.810241,3.927711,3.713855,3.888554,3.900602,166
Great Lakes Brewing Company Great Lakes Moondog ESB,Moondog Ale,Great Lakes Brewing Company,Bitter,English Extra Special / Strong Bitter (ESB),5.5,20,40,29,54,12,90,71,47,3,52,171,13,120,3.810897,3.862179,3.951923,3.980769,4.217949,156
Rock Art Brewery Magnumus Ete Tomahawkus ESB³,Magnumus Ete Tomahawkus ESB³,Rock Art Brewery,Bitter,English Extra Special / Strong Bitter (ESB),8.0,20,40,26,60,22,102,47,45,0,43,134,12,62,3.797101,3.913043,3.771739,3.833333,3.75,138
Elysian Brewing Company The Wise ESB,The Wise ESB,Elysian Brewing Company,Bitter,English Extra Special / Strong Bitter (ESB),5.9,20,40,24,63,10,105,74,34,1,37,140,12,126,3.80292,4.007299,3.948905,3.989051,4.047445,137
Woodstock Inn Brewery Red Rack Ale,Red Rack Ale,Woodstock Inn Brewery,Bitter,English Extra Special / Strong Bitter (ESB),5.5,20,40,20,56,12,52,75,38,0,27,66,3,109,3.361111,3.666667,3.477778,3.45,3.588889,90
Gritty McDuff's Brewing Company Gritty McDuff's Christmas Ale,Christmas Ale,Gritty McDuff's Brewing Company,Bitter,English Extra Special / Strong Bitter (ESB),6.2,20,40,9,69,22,52,61,24,0,27,67,21,112,3.645833,3.8875,3.779167,3.841667,3.875,120
Deschutes Brewery Bachelor ESB,Bachelor ESB,Deschutes Brewery,Bitter,English Extra Special / Strong Bitter (ESB),5.3,20,40,20,46,8,73,27,20,0,16,97,7,85,3.808943,4.028455,3.898374,3.95935,4.052846,123
Elevator Brewery & Draught Haus Elevator Bleeding Buckeye Red Ale,Bleeding Buckeye Red Ale,Elevator Brewery & Draught Haus,Bitter,English Extra Special / Strong Bitter (ESB),5.7,20,40,10,32,4,45,56,16,0,11,75,3,95,3.407407,3.666667,3.518519,3.5,3.703704,27
Propeller Brewery Propeller Extra Special Bitter (ESB),Extra Special Bitter (ESB),Propeller Brewery,Bitter,English Extra Special / Strong Bitter (ESB),5.0,20,40,14,59,9,87,79,30,0,38,112,9,105,3.823171,3.939024,3.817073,3.914634,3.97561,82
Blue Mountain Brewery Steel Wheels ESB,Steel Wheels ESB,Blue Mountain Brewery,Bitter,English Extra Special / Strong Bitter (ESB),6.5,20,40,23,40,21,58,96,33,0,42,74,13,106,3.5,4.5,4.5,4.0,4.0,1
George Bateman and Son Ltd. / Batemans Brewery Batemans XXXB,Batemans XXXB,George Bateman and Son Ltd. / Batemans Brewery,Bitter,English Extra Special / Strong Bitter (ESB),4.8,20,40,18,62,10,62,95,36,0,42,76,14,94,3.828283,3.919192,3.863636,3.964646,3.984848,99
Grand Teton Brewing Co. XX Bitch Creek,XX Bitch Creek,Grand Teton Brewing Co.,Bitter,English Extra Special / Strong Bitter (ESB),7.5,20,40,11,89,27,111,86,32,0,40,115,13,169,3.886364,4.068182,3.909091,3.909091,3.840909,44
"Adnams plc, Sole Bay Brewery Adnams SSB (Suffolk Special Bitter)",Adnams SSB (Suffolk Special Bitter),"Adnams plc, Sole Bay Brewery",Bitter,English Extra Special / Strong Bitter (ESB),4.5,20,40,16,46,18,65,52,33,0,25,69,6,72,3.692857,3.921429,3.8,3.878571,3.996429,140
Driftwood Brewery Naughty Hildegard ESB,Naughty Hildegard ESB,Driftwood Brewery,Bitter,English Extra Special / Strong Bitter (ESB),6.5,20,40,9,48,11,97,55,49,0,65,129,6,89,4.25,4.285714,4.107143,4.142857,4.142857,14
Goose Island Beer Co. Honker's Ale,Honker's Ale,Goose Island Beer Co.,Bitter,English,4.3,20,35,14,35,3,53,66,28,1,32,58,1,79,3.646552,3.768966,3.704023,3.824713,4.000575,870
Fuller Smith & Turner PLC Fuller's London Pride,Fuller's London Pride,Fuller Smith & Turner PLC,Bitter,English,4.7,20,35,21,49,9,58,67,32,0,33,101,6,108,3.792364,3.895397,3.898536,3.976987,4.150105,956
Coniston Brewing Co. Ltd Bluebird Bitter,Bluebird Bitter,Coniston Brewing Co. Ltd,Bitter,English,4.2,20,35,29,43,15,62,52,47,2,38,101,23,81,3.724265,3.806985,3.755515,3.862132,4.112132,272
Shepherd Neame Ltd Spitfire (Premium Ale Export),Spitfire Premium Kentish Ale,Shepherd Neame Ltd,Bitter,English,4.5,20,35,16,22,6,51,29,16,1,15,76,6,61,3.515385,3.869231,3.526923,3.688462,3.719231,130
Rogue Ales Younger's Special Bitter,Younger's Special Bitter,Rogue Ales,Bitter,English,4.8,20,35,20,69,14,74,44,24,0,20,84,13,89,3.826087,3.846154,3.829431,3.948161,4.031773,299
City Steam Brewery Café City Steam Naughty Nurse Pale Ale,The Naughty Nurse,City Steam Brewery Café,Bitter,English,5.0,20,35,11,38,10,65,55,7,0,4,75,9,89,3.344828,3.551724,3.37931,3.5,3.586207,29
Greene King / Morland Brewery Ruddles County,Ruddles County,Greene King / Morland Brewery,Bitter,English,4.7,20,35,15,60,9,65,49,20,0,24,93,14,97,3.564171,3.852941,3.692513,3.754011,3.818182,187
Foster's Group Limited Foster's Special Bitter,Foster's Special Bitter,Foster's Group Limited,Bitter,English,5.0,20,35,20,39,8,37,31,30,1,19,43,2,56,2.663462,3.451923,2.919872,2.88141,3.157051,156
Victory Brewing Company Uncle Teddy's Bitter,Uncle Teddy's Bitter,Victory Brewing Company,Bitter,English,4.0,20,35,12,83,5,58,44,24,1,25,85,32,88,3.848485,4.121212,4.136364,4.068182,4.469697,66
Sharp's Brewery Doom Bar Bitter,Doom Bar,Sharp's Brewery,Bitter,English,4.3,20,35,8,50,2,45,36,10,1,8,49,23,64,3.452381,3.690476,3.5,3.452381,3.619048,21
Two Brothers Brewing Company Long Haul Session Ale,Long Haul Session Ale,Two Brothers Brewing Company,Bitter,English,4.2,20,35,17,40,6,54,48,35,0,23,65,17,88,3.458333,3.784722,3.541667,3.541667,3.715278,72
Gritty McDuff's Brewing Company Gritty McDuff's Best Bitter,Best Bitter,Gritty McDuff's Brewing Company,Bitter,English,5.0,20,35,18,61,4,77,55,26,0,22,101,13,89,3.586066,3.75,3.627049,3.75,3.864754,122
Greene King / Morland Brewery Old Golden Hen,Old Golden Hen,Greene King / Morland Brewery,Bitter,English,4.1,20,35,14,41,6,67,48,44,3,72,85,11,69,3.333333,3.333333,3.666667,3.833333,3.5,3
Hop Back Brewery plc Hopback Summer Lightning,Hopback Summer Lightning,Hop Back Brewery plc,Bitter,English,5.0,20,35,37,35,3,66,18,26,0,18,85,9,36,3.414557,3.772152,3.553797,3.575949,3.765823,158
Belhaven Brewery Company Ltd. Belhaven Best,Belhaven Best,Belhaven Brewery Company Ltd.,Bitter,English,3.5,20,35,7,73,14,33,63,17,2,18,49,4,99,3.174242,3.878788,3.356061,3.204545,3.55303,66
"Adnams plc, Sole Bay Brewery Adnams Southwold Bitter",Adnams Southwold Bitter,"Adnams plc, Sole Bay Brewery",Bitter,English,4.1,20,35,18,49,15,94,97,49,2,55,127,9,85,3.475,3.825,3.85,3.65,3.8,20
D.L. Geary Brewing Company Geary's Winter Ale,Geary's Winter Ale,D.L. Geary Brewing Company,Bitter,English,6.0,20,35,9,59,20,37,60,13,0,18,45,19,80,3.3625,3.6,3.508333,3.483333,3.6,120
W.H. Brakspear & Sons plc Brakspear Bitter,Brakspear Bitter,W.H. Brakspear & Sons plc,Bitter,English,3.4,20,35,18,52,5,73,34,19,0,17,85,11,74,3.616071,3.758929,3.651786,3.642857,3.866071,56
Wychwood Brewery Company Ltd Goliath,Goliath,Wychwood Brewery Company Ltd,Bitter,English,4.2,20,35,12,41,19,49,47,27,0,24,77,9,74,3.30597,3.641791,3.343284,3.276119,3.343284,67
Marshall Brewing Company McNellie's Pub Ale,McNellie's Pub Ale,Marshall Brewing Company,Bitter,English,5.0,20,35,27,50,7,58,62,34,3,30,96,8,116,3.681034,3.862069,3.87931,3.87931,4.077586,58
St. Peter's Brewery Co Ltd St. Peter's Ruby Red Ale,Ruby Red Ale,St. Peter's Brewery Co Ltd,Bitter,English,4.3,20,35,19,47,12,71,73,28,0,33,78,14,122,3.820513,3.75641,3.653846,3.858974,3.846154,39
Brouwerij De Molen Op & Top,Op & Top,Brouwerij De Molen,Bitter,English,4.5,20,35,19,38,8,70,55,72,0,81,112,7,55,3.75,3.785714,3.428571,3.714286,3.785714,14
Carlsberg-Tetley Brewing Ltd Tetley's Smoothflow,Tetley's Smoothflow,Carlsberg-Tetley Brewing Ltd,Bitter,English,3.6,20,35,14,96,10,40,62,21,1,20,55,2,74,3.125,3.892857,3.589286,3.303571,3.678571,28
Wellington County Brewery Arkell Best Bitter,Arkell Best Bitter,Wellington County Brewery,Bitter,English,4.0,20,35,15,40,8,79,60,31,4,29,105,4,117,3.630435,3.710145,3.637681,3.789855,4.014493,69
Sly Fox Brewing Company Chester County Bitter,Chester County Bitter,Sly Fox Brewing Company,Bitter,English,4.5,20,35,14,85,10,74,32,31,0,30,91,37,82,3.576923,3.923077,3.903846,3.730769,3.903846,26
Robert Cain & Company Limited Cain's Best Bitter,Cain's Finest Bitter,Robert Cain & Company Limited,Bitter,English,4.0,20,35,15,59,7,68,60,17,1,22,91,3,104,3.35,3.666667,3.566667,3.483333,3.533333,30
Ridgeway Brewing Ridgeway Bitter,Bitter,Ridgeway Brewing,Bitter,English,4.0,20,35,26,42,5,74,37,44,1,42,100,11,69,3.538961,3.779221,3.701299,3.649351,3.915584,77
Cricket Hill Brewing Co. Colonel Blides Cask Ale,Colonel Blides Cask Ale,Cricket Hill Brewing Co.,Bitter,English,5.5,20,35,14,56,5,61,43,38,3,41,78,8,82,3.545455,3.829545,3.761364,3.715909,3.829545,44
Hog's Back Brewery T.E.A. (Traditional English Ale),T.E.A. (Traditional English Ale),Hog's Back Brewery,Bitter,English,4.2,20,35,13,36,10,53,58,43,2,41,81,7,81,3.24359,3.564103,3.371795,3.307692,3.538462,39
Coniston Brewing Co. Ltd XB Bluebird Bitter,XB Bluebird Bitter,Coniston Brewing Co. Ltd,Bitter,English,4.4,20,35,31,51,2,64,55,73,0,66,82,6,69,3.614583,3.71875,3.458333,3.447917,3.59375,48
RCH Brewery Pitchfork Rebellious Bitter,Pitchfork Rebellious Bitter,RCH Brewery,Bitter,English,4.3,20,35,34,49,13,88,41,59,2,60,112,12,64,3.423729,3.949153,3.627119,3.711864,3.889831,59
Dark Star Brewing Company Limited HopHead,HopHead,Dark Star Brewing Company Limited,Bitter,English,3.8,20,35,25,57,8,67,15,33,0,29,85,21,23,4.071429,3.738095,4.047619,4.166667,4.285714,21
Samuel Smith Old Brewery (Tadcaster) Samuel Smith's Old Brewery Bitter,Old Brewery BitterSamuel Smith Old Brewery (Tadcaster),Samuel Smith Old Brewery (Tadcaster),Bitter,English,4.0,20,35,10,91,9,58,62,42,1,41,68,21,75,3.416667,3.866667,3.65,3.733333,3.833333,30
Hair of the Dog Brewing Company / Brewery and Tasting Room Little Dog,Little Dog,Hair of the Dog Brewing Company / Brewery and Tasting Room,Bitter,English,3.5,20,35,9,31,8,44,13,24,3,26,61,9,53,3.678571,3.607143,3.428571,3.75,3.821429,14
St. Peter's Brewery Co Ltd St. Peter's Best Bitter,Best Bitter,St. Peter's Brewery Co Ltd,Bitter,English,3.7,20,35,17,45,2,79,47,28,0,20,101,11,82,3.484848,3.590909,3.469697,3.560606,3.636364,33
Castle Eden & Camerons Brewing Company Ltd Camerons Strongarm,Camerons Strongarm,Castle Eden & Camerons Brewing Company Ltd,Bitter,English,4.0,20,35,16,49,13,60,62,22,0,16,66,12,89,3.644068,3.898305,3.644068,3.661017,3.889831,59
George Gale & Company Ltd HSB (Horndean Special Bitter),HSB (Horndean Special Bitter),George Gale & Company Ltd,Bitter,English,4.8,20,35,13,47,7,54,40,28,0,29,64,14,64,3.891892,4.040541,3.986486,4.135135,4.202703,37
Strangford Lough Brewing Company Ltd St. Patrick's Best,St. Patrick's Best,Strangford Lough Brewing Company Ltd,Bitter,English,4.2,20,35,24,58,11,52,77,37,2,31,91,9,109,3.465116,3.662791,3.406977,3.581395,3.697674,43
Hook Norton Brewery Co. Ltd. Hooky Bitter,Hooky Bitter,Hook Norton Brewery Co. Ltd.,Bitter,English,3.5,20,35,23,60,9,83,71,56,0,58,117,16,113,3.644737,3.907895,3.868421,3.907895,4.315789,38
Minneapolis Town Hall Brewery West Bank Pub Ale,West Bank Pub Ale,Minneapolis Town Hall Brewery,Bitter,English,4.8,20,35,18,44,6,86,39,59,1,70,120,14,59,3.744444,3.888889,3.877778,3.766667,3.988889,45
"Adnams plc, Sole Bay Brewery Adnams Bitter",Adnams Bitter,"Adnams plc, Sole Bay Brewery",Bitter,English,4.1,20,35,18,60,10,95,63,42,0,39,109,13,90,3.522727,3.897727,3.738636,3.795455,3.852273,44
Brouwerij Bosteels DeuS (Brut Des Flandres),DeuS (Brut Des Flandres),Brouwerij Bosteels,Bière de Champagne / Bière Brut,None,11.5,10,35,15,25,24,7,54,39,0,53,35,34,19,4.112457,4.311419,4.17474,4.181661,4.039792,289
Mikkeller ApS Nelson Sauvignon (Nelson Sauvin Brut),Nelson Sauvignon (Nelson Sauvin Brut),Mikkeller ApS,Bière de Champagne / Bière Brut,None,9.0,10,35,37,27,10,39,86,119,2,111,47,8,22,4.236111,4.111111,4.027778,4.180556,4.125,36
Brouwerij De Landtsheer NV Malheur Bière Brut (Brut Reserve),Malheur Bière Brut (Brut Reserve),Brouwerij De Landtsheer NV,Bière de Champagne / Bière Brut,None,12.0,10,35,29,45,29,16,91,65,6,79,35,13,47,4.029412,4.076471,4.047059,4.088235,4.088235,85
Brouwerij De Landtsheer NV Malheur Brut Noir (Black Chocolate),Malheur Brut Noir (Black Chocolate),Brouwerij De Landtsheer NV,Bière de Champagne / Bière Brut,None,12.0,10,35,20,78,40,17,124,49,0,95,21,16,70,4.027778,4.194444,4.131944,4.138889,4.069444,72
Cobra Beer Partnership Limited Krait Prestige,Krait Prestige,Cobra Beer Partnership Limited,Bière de Champagne / Bière Brut,None,8.0,10,35,35,31,35,21,104,49,0,62,30,9,72,3.393617,3.585106,3.617021,3.425532,3.62766,47
Cervejaria Sudbrack Ltda Eisenbahn Lust,Eisenbahn Lust,Cervejaria Sudbrack Ltda,Bière de Champagne / Bière Brut,None,11.5,10,35,21,48,43,18,109,65,4,67,20,28,62,3.717391,3.956522,3.782609,3.804348,3.695652,23
Pivovarský D&#367;m amp - Pivní Sekt,Šamp - Pivní Sekt,Pivovarský D&#367;m,Bière de Champagne / Bière Brut,None,5.0,10,35,10,12,3,10,14,22,0,24,16,3,15,3.75,4.25,4.25,3.75,4.25,2
Cervejaria Sudbrack Ltda Eisenbahn Lust Prestige,Eisenbahn Lust Prestige,Cervejaria Sudbrack Ltda,Bière de Champagne / Bière Brut,None,11.5,10,35,2,3,4,1,4,1,0,5,1,0,3,4.166667,4.166667,4.166667,4.333333,4.333333,3
Victory Brewing Company Summer Love,Summer Love,Victory Brewing Company,Blonde Ale,American,5.2,15,25,30,19,2,61,17,41,2,48,88,3,38,3.736181,3.824121,3.836683,3.909548,3.919598,199
Sixpoint Brewery Sweet Action,Sweet Action,Sixpoint Brewery,Blonde Ale,American,5.0,15,25,13,38,7,54,39,38,0,40,81,2,50,3.844891,3.917883,3.963504,3.941606,4.032847,274
Kona Brewing Co. Big Wave Golden Ale,Big Wave Golden Ale,Kona Brewing Co.,Blonde Ale,American,4.4,15,25,9,25,7,31,35,27,2,35,49,0,34,3.34,3.37,3.45,3.44,3.55,50
Deschutes Brewery Twilight Ale,Twilight Summer Ale,Deschutes Brewery,Blonde Ale,American,5.0,15,25,28,37,8,62,48,79,0,82,102,17,100,3.573248,3.713376,3.63535,3.649682,3.904459,314
Flying Dog Brewery Tire Bite Golden Ale,Tire Bite Golden Ale,Flying Dog Brewery,Blonde Ale,American,5.1,15,25,28,34,8,29,31,25,1,19,49,5,54,2.831159,3.07971,3.085507,2.934783,3.225362,690
Shipyard Brewing Co. Shipyard Export Ale,Export Ale,Shipyard Brewing Co.,Blonde Ale,American,5.1,15,25,15,41,13,34,45,39,7,35,61,4,85,3.241602,3.471576,3.326873,3.350129,3.489664,387
Real Ale Brewing Company Fireman's #4,Fireman's #4,Real Ale Brewing Company,Blonde Ale,American,5.1,15,25,14,17,10,24,26,21,8,26,39,10,36,3.304196,3.454545,3.440559,3.433566,3.744755,143
Alexander Keith's India Pale Ale,India Pale Ale,Alexander Keith's,Blonde Ale,American,5.0,15,25,6,12,4,20,12,2,0,2,28,0,23,2.446215,2.661355,2.74502,2.525896,3.015936,251
Great Divide Brewing Company Samurai Ale,Samurai Ale,Great Divide Brewing Company,Blonde Ale,American,5.1,15,25,36,31,6,43,47,58,3,50,71,4,107,3.303077,3.578462,3.575385,3.430769,3.696923,325
Southern Star Brewing Company Bombshell Blonde,Bombshell Blonde,Southern Star Brewing Company,Blonde Ale,American,5.25,15,25,29,41,10,28,27,26,5,30,41,6,67,3.609827,3.852601,3.858382,3.745665,3.988439,173
Flying Fish Brewing Company Farmhouse Summer Ale,Farmhouse Summer Ale,Flying Fish Brewing Company,Blonde Ale,American,4.6,15,25,12,17,6,28,27,35,4,33,41,14,46,3.307692,3.436813,3.453297,3.431319,3.741758,182
Magic Hat Brewing Company Single Chair Ale,Single Chair Golden Ale,Magic Hat Brewing Company,Blonde Ale,American,5.0,15,25,22,40,10,22,34,45,3,34,50,7,64,3.229167,3.441667,3.458333,3.404167,3.575,120
Widmer Brothers Brewing Company Citra Summer Blonde Brew,Citra Blonde Summer Brew,Widmer Brothers Brewing Company,Blonde Ale,American,4.3,15,25,48,42,13,71,22,80,2,97,55,0,45,3.784615,3.376923,3.630769,3.669231,3.692308,65
Ska Brewing Co. True Blonde Ale,True Blonde Ale,Ska Brewing Co.,Blonde Ale,American,5.3,15,25,27,38,6,31,57,42,1,42,44,7,84,3.276515,3.458333,3.462121,3.393939,3.568182,132
Two Brothers Brewing Company Prairie Path Ale,Prairie Path Ale,Two Brothers Brewing Company,Blonde Ale,American,5.1,15,25,24,26,7,43,38,32,1,37,70,7,68,3.415929,3.575221,3.473451,3.415929,3.632743,113
Blue Point Brewing Company Blue Point Summer Ale,Summer Ale,Blue Point Brewing Company,Blonde Ale,American,4.4,15,25,16,22,3,25,14,25,6,27,37,1,46,3.163717,3.473451,3.477876,3.331858,3.610619,113
Russian River Brewing Company Aud Blonde,Aud Blonde,Russian River Brewing Company,Blonde Ale,American,4.5,15,25,27,38,4,51,27,43,0,36,80,8,49,3.568182,3.806818,3.886364,3.806818,4.147727,44
Half Acre Beer Company Gossamer Golden Ale,Gossamer Golden Ale,Half Acre Beer Company,Blonde Ale,American,4.2,15,25,23,44,9,55,41,54,5,74,97,5,67,3.821429,3.77551,3.836735,3.846939,4.117347,98
Heavy Seas Beer Heavy Seas - Gold Ale,Heavy Seas - Gold Ale,Heavy Seas Beer,Blonde Ale,American,4.5,15,25,22,31,7,34,33,27,3,31,53,3,61,3.285714,3.591837,3.520408,3.489796,3.602041,49
Uinta Brewing Company Sum'R,Sum'r Summer Ale,Uinta Brewing Company,Blonde Ale,American,4.0,15,25,27,34,6,41,30,48,4,48,61,1,65,3.520833,3.6875,3.645833,3.708333,3.770833,24
Big Sky Brewing Company Summer Honey Ale,Summer Honey Ale,Big Sky Brewing Company,Blonde Ale,American,4.7,15,25,19,46,18,36,78,24,6,27,73,28,120,3.333333,3.427083,3.392361,3.354167,3.534722,144
Pabst Brewing Company Ballantine XXX Ale,Ballantine XXX Ale,Pabst Brewing Company,Blonde Ale,American,4.85,15,25,18,41,4,33,27,16,2,14,64,3,51,2.817308,3.125,3.108974,3.108974,3.38141,156
Molson Coors Canada Molson Export,Molson Export,Molson Coors Canada,Blonde Ale,American,5.0,15,25,19,31,6,33,30,25,0,18,39,2,43,2.75,3.117021,3.132979,3.159574,3.398936,94
Fulton Beer Lonely Blonde,Lonely Blonde,Fulton Beer,Blonde Ale,American,4.8,15,25,26,32,19,32,45,35,4,41,50,4,92,3.3,3.4,3.466667,3.4,3.5,15
River Horse Brewing Co. River Horse Summer Blonde,Summer Blonde Ale,River Horse Brewing Co.,Blonde Ale,American,4.5,15,25,15,23,5,17,21,32,0,34,27,3,44,3.027778,3.194444,3.12037,3.12037,3.388889,54
Lawson's Finest Liquids Knockout Blonde,Knockout Blonde,Lawson's Finest Liquids,Blonde Ale,American,5.0,15,25,28,35,16,102,30,64,5,76,148,9,62,3.956522,4.195652,4.130435,4.195652,4.347826,23
Thomas Hooker Brewing Company Thomas Hooker Blonde Ale,Blonde Ale,Thomas Hooker Brewing Company,Blonde Ale,American,4.6,15,25,19,33,3,36,22,35,1,27,54,3,60,3.399254,3.473881,3.61194,3.55597,3.876866,134
DuClaw Brewing Company Bare Ass Blonde Ale,Bare Ass Blonde Ale,DuClaw Brewing Company,Blonde Ale,American,5.0,15,25,25,30,6,27,32,24,3,24,39,0,66,3.366667,3.566667,3.566667,3.733333,3.8,15
New Orleans Lager & Ale Brewing Company (NOLA) NOLA Blonde Ale,NOLA Blonde AleNew Orleans Lager & Ale Brewing Company (NOLA),New Orleans Lager & Ale Brewing Company (NOLA),Blonde Ale,American,4.9,15,25,10,24,7,36,49,52,2,44,52,3,66,3.770833,3.9375,3.895833,3.791667,4.083333,24
Alamo Beer Co. Alamo Golden Ale,Alamo Golden Ale,Alamo Beer Co.,Blonde Ale,American,5.1,15,25,21,21,9,29,18,5,1,5,44,4,50,3.321429,3.357143,3.535714,3.535714,3.690476,42
Mayflower Brewing Company Mayflower Golden Ale,Golden Ale,Mayflower Brewing Company,Blonde Ale,American,4.7,15,25,32,34,9,29,26,17,3,17,46,7,48,3.379032,3.612903,3.620968,3.653226,3.991935,62
Abbaye de Leffe S.A. Leffe Blonde,Leffe Blonde,Abbaye de Leffe S.A.,Blonde Ale,Belgian,6.6,15,30,14,23,12,13,34,11,0,28,16,22,32,3.575379,3.790812,3.586084,3.570919,3.64273,1121
Brouwerij De Smedt / Brouwerij Affligem Affligem Blond,Affligem Blond,Brouwerij De Smedt / Brouwerij Affligem,Blonde Ale,Belgian,6.8,15,30,19,28,12,20,47,36,0,38,25,17,41,3.80837,4.015419,3.848018,3.889868,3.943833,454
Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren) Trappist Westvleteren Blonde,Trappist Westvleteren BlondBrouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),Blonde Ale,Belgian,5.8,15,30,33,46,10,44,40,55,0,70,57,32,46,4.161111,4.218056,4.245833,4.227778,4.372222,360
The Lost Abbey Devotion Ale,Devotion,The Lost Abbey,Blonde Ale,Belgian,6.0,15,30,31,33,10,74,45,49,4,72,112,38,63,3.822134,3.970356,3.816206,3.875494,3.964427,253
Brouwerij Alken-Maes Grimbergen Blonde,Grimbergen Blonde,Brouwerij Alken-Maes,Blonde Ale,Belgian,6.7,15,30,11,31,16,19,63,57,2,45,22,25,45,3.630584,3.843643,3.680412,3.726804,3.812715,291
Brouwerij Duvel Moortgat NV Maredsous 6 - Blonde,Maredsous 6 - Blonde,Brouwerij Duvel Moortgat NV,Blonde Ale,Belgian,6.0,15,30,13,38,12,24,66,41,0,54,45,16,66,3.739521,4.071856,3.772455,3.775449,3.892216,167
Brasserie Caracole Saxo,Saxo,Brasserie Caracole,Blonde Ale,Belgian,8.0,15,30,17,37,26,24,92,76,3,96,61,24,61,3.933649,3.92654,3.907583,3.924171,4.004739,211
